,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
823,1046,9,50,"Anne is big. Anne is young. Dave is big. Erin is big. Fiona is big. Fiona is nice. Fiona is white. Rough people are nice. All nice people are young. White people are furry. Big people are furry. Rough people are big. All white, young people are big. If someone is furry then they are rough. If someone is rough and not furry then they are smart. If someone is young then they are smart.",Dave is not young.,False,OWA,train,5,AttNeg-OWA-D5-974,5,7,9,4,5,inv-proof,[(((((((((triple3) -> rule4)) -> rule7)) -> rule1)) -> rule2))],"1. Big(Anne)
2. Big(Dave)
3. Big(Erin)
4. Big(Fiona)
5. Nice(Fiona)
6. White(Fiona)
","1. IF Rough(people) THEN Nice(people)
2. IF Young(people) THEN Nice(people)
3. IF White(people) THEN Furry(people)
4. IF Big(people) THEN Furry(people)
5. IF Rough(people) THEN Big(people)
6. IF White(people) AND Young(people) THEN Big(people)
7. IF Furry(people) THEN Rough(people)
8. IF Not Furry(people) THEN Smart(people)
9. IF Rough(people) AND Not Furry(people) THEN Smart(people)
","1. Big(Anne)
2. Big(Dave)
3. Big(Erin)
4. Big(Fiona)
5. Nice(Fiona)
6. White(Fiona)
7. NOTHING
","1. Not(Young)(Dave)
",False,False
824,16762,9,793,Anne is big. Anne is green. Charlie is big. Charlie is green. Charlie is white. Erin is red. Fiona is white. All white things are blue. If Anne is big then Anne is not white. If Charlie is cold and Charlie is blue then Charlie is white. All big things are not smart. If something is cold then it is big. If something is red then it is big. If Fiona is blue then Fiona is green. If something is smart and cold then it is green. Green things are red.,Fiona is not big.,False,OWA,test,5,AttNeg-OWA-D5-322,5,7,9,4,5,inv-proof,[(((((((((triple7) -> rule1)) -> rule7)) -> rule9)) -> rule6))],"1. Big(Anne)
2. Green(Anne)
3. Big(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. Red(Erin)
7. White(Fiona)
","1. IF Blue(thing) THEN Blue(thing)
2. IF Big(Anne) THEN NOT White(Anne)
3. IF Cold(Charlie) AND Blue(Charlie) THEN White(Charlie)
4. IF Big(thing) THEN NOT Smart(thing)
5. IF Cold(thing) THEN Big(thing)
6. IF Red(thing) THEN Big(thing)
7. IF Blue(Fiona) THEN Green(Fiona)
8. IF Smart(thing) AND Cold(thing) THEN Green(thing)
9. IF Green(thing) THEN Red(thing)
","1. Big(Anne)
2. Green(Anne)
3. Big(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. Red(Erin)
7. White(Fiona)
8. NOTHING.
","1. Not(Fiona)
",False,True
825,41652,9,1980,The dog chases the squirrel. The rabbit sees the dog. The rabbit sees the tiger. The squirrel sees the dog. The tiger chases the dog. The tiger is young. The tiger likes the rabbit. If something chases the squirrel then it is big. If something sees the rabbit and the rabbit sees the tiger then it chases the squirrel. If something sees the squirrel then the squirrel sees the rabbit. If something likes the tiger then it sees the squirrel. If something is rough then it likes the tiger. If the dog likes the tiger then the tiger sees the dog. If something chases the rabbit then it likes the tiger. If the rabbit is round then the rabbit chases the tiger. If something likes the rabbit then it chases the rabbit.,The squirrel does not see the rabbit.,False,OWA,train,5,RelNoneg-OWA-D5-646,6,7,9,4,5,inv-proof,[(((((((((triple7) -> rule9)) -> rule7)) -> rule4)) -> rule3))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Chase(Dog, Squirrel)
5. See(Rabbit, Dog)
6. See(Rabbit, Tiger)
7. See(Squirrel, Dog)
8. Chase(Tiger, Dog)
9. Young(Tiger)
10. Like(Tiger, Rabbit)
","1. IF Big(something) THEN Nice(something)
2. IF See(something, rabbit) AND See(rabbit, tiger) THEN Chase(something, squirrel)
3. IF See(something, squirrel) THEN See(squirrel, rabbit)
4. IF Like(something, tiger) THEN See(something, squirrel)
5. IF Rough(something) THEN Like(something, tiger)
6. IF Like(dog, tiger) THEN See(tiger, dog)
7. IF Chase(something, rabbit) THEN Like(something, rabbit)
8. IF Round(rabbit) THEN Chase(rabbit, tiger)
9. IF Like(something, rabbit) THEN Chase(something, rabbit)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Chase(Dog, Squirrel)
5. See(Rabbit, Dog)
6. See(Rabbit, Tiger)
7. See(Squirrel, Dog)
8. Chase(Tiger, Dog)
9. Young(Tiger)
10. Like(Tiger, Rabbit)
11. NOTH
","1. Does Not See(Squirrel, Rabbit)
",False,False
826,45800,9,2176,"Erin is cold. Fiona is cold. Fiona is kind. Fiona is young. Gary is cold. Harry is green. Harry is rough. Rough things are nice. If something is round then it is nice. If something is nice then it is green. If something is cold then it is kind. All green, cold things are rough. If Gary is rough then Gary is green. If Gary is rough then Gary is nice. Kind things are round. All nice things are round.",Erin is not green.,False,OWA,train,5,AttNoneg-OWA-D5-524,5,7,9,4,5,inv-proof,[(((((((((triple1) -> rule4)) -> rule8)) -> rule2)) -> rule3))],"1. Cold(Erin)
2. Cold(Fiona)
3. Kind(Fiona)
4. Young(Fiona)
5. Cold(Gary)
6. Green(Harry)
7. Rough(Harry)
","1. IF Rough(thing) THEN Nice(thing)
2. IF Round(thing) THEN Green(thing)
3. IF Cold(thing) THEN Kind(thing)
4. IF Green(thing) THEN Rough(thing)
5. IF Nice(thing) THEN Round(thing)
6. IF Kind(thing) THEN Round(thing)
","1. Cold(Erin)
2. Cold(Fiona)
3. Kind(Fiona)
4. Young(Fiona)
5. Cold(Gary)
6. Green(Harry)
7. Rough(Harry)
8. NOTHING
","1. Not(Green)(Erin)
",False,False
827,18932,9,903,"Bob is big. Bob is red. Bob is young. Dave is white. Gary is nice. Gary is quiet. Harry is red. Big, red people are young. If someone is red then they are green. All quiet people are big. If someone is green and not white then they are big. If Harry is nice then Harry is quiet. All young people are nice. If someone is quiet then they are nice. If someone is white then they are red. All red, green people are quiet.",Dave is not big.,False,OWA,train,5,AttNeg-OWA-D5-100,5,7,9,4,7,inv-proof,[(((((((triple4) -> rule8) ((((triple4) -> rule8)) -> rule2)) -> rule9)) -> rule3))],"1. Big(Bob)
2. Red(Bob)
3. Young(Bob)
4. White(Dave)
5. Nice(Gary)
6. Quiet(Gary)
7. Red(Harry)
","1. IF Big(person) AND Red(person) THEN Young(person)
2. IF Red(person) THEN Green(person)
3. IF Big(person) THEN Quiet(person)
4. IF Green(person) AND NOT White(person) THEN Big(person)
5. IF Nice(Harry) THEN Quiet(Harry)
6. IF Young(person) THEN Nice(person)
7. IF Quiet(person) THEN Nice(person)
8. IF White(person) THEN Red(person)
9. IF Red(person) AND Green(person) THEN Quiet(person)
","1. Big(Bob)
2. Red(Bob)
3. Young(Bob)
4. White(Dave)
5. Nice(Gary)
6. Quiet(Gary)
7. Red(Harry)
8. NOTHING
","1. Not(Big)(Dave)
",False,False
828,9154,9,436,Erin is furry. Fiona is cold. Fiona is smart. Gary is nice. Gary is quiet. Harry is nice. Harry is not smart. Rough things are nice. All rough things are nice. If something is rough and furry then it is blue. If something is furry then it is blue. If something is smart then it is blue. If something is nice then it is quiet. If something is quiet and not smart then it is not cold. Blue things are cold. If something is cold then it is rough.,Erin is not nice.,False,OWA,train,5,AttNeg-OWA-D5-635,5,7,9,4,5,inv-proof,[(((((((((triple1) -> rule4)) -> rule8)) -> rule9)) -> rule1) OR ((((((((triple1) -> rule4)) -> rule8)) -> rule9)) -> rule2))],"1. Furry(Erin)
2. Cold(Fiona)
3. Smart(Fiona)
4. Nice(Gary)
5. Quiet(Gary)
6. Nice(Harry)
7. Not Smart(Harry)
","1. IF Rough(thing) THEN Nice(thing)
2. ALL Rough(thing) THEN Nice(thing)
3. IF Furry(thing) AND Rough(thing) THEN Blue(thing)
4. IF Furry(thing) THEN Blue(thing)
5. IF Smart(thing) THEN Blue(thing)
6. IF Nice(thing) THEN Quiet(thing)
7. IF Quiet(thing) AND Not Smart(thing) THEN Not Cold(thing)
8. IF Cold(thing) THEN Rough(thing)
","1. Furry(Erin)
2. Cold(Fiona)
3. Smart(Fiona)
4. Nice(Gary)
5. Quiet(Gary)
6. Nice(Harry)
7. Not Smart(Harry)
8. NOTHING
","1. Not(Erin)
",False,False
829,20002,9,954,The bald eagle needs the dog. The bear sees the dog. The dog is round. The dog sees the bald eagle. The lion is blue. The lion sees the bear. The lion visits the bear. If someone needs the bear then they are round. If someone is round then they need the lion. If someone is nice then they need the dog. If someone needs the bald eagle then the bald eagle visits the bear. If someone needs the bear then the bear is round. If someone needs the lion then they need the bear. If the lion does not visit the bear and the lion does not need the bear then the lion is not blue. If the lion visits the bald eagle and the bald eagle sees the bear then the lion is not blue. If the bear is young and the bear does not need the lion then the bear sees the dog.,The bear does not need the lion.,False,OWA,train,5,RelNeg-OWA-D5-917,5,7,9,4,5,inv-proof,[(((((((((triple3) -> rule2)) -> rule6)) -> rule5)) -> rule2))],"1. Need(BaldEagle, Dog)
2. See(Bear, Dog)
3. Is(Dog, Round)
4. See(BaldEagle, Dog)
5. Is(Lion, Blue)
6. See(Lion, Bear)
7. Visit(Lion, Bear)
","1. IF Need(someone, bear) THEN Round(someone)
2. IF Round(someone) THEN Need(someone, lion)
3. IF Nice(someone) THEN Need(someone, dog)
4. IF Need(someone, bear) THEN Visit(bear, lion)
5. IF Visit(bear, lion) THEN Round(bear)
6. IF Need(lion, bear) THEN Need(lion, bear)
7. IF Not Blue(lion) THEN Visit(bald eagle, bear)
8. IF Visit(bald eagle, bear) THEN Not Blue(lion)
9. IF Young(bear) AND Not Need(bear, lion) THEN See(dog)
","1. Need(BaldEagle, Dog)
2. See(Bear, Dog)
3. Is(Dog, Round)
4. See(BaldEagle, Dog)
5. Is(Lion, Blue)
6. See(Lion, Bear)
7. Visit(Lion, Bear)
8. NOTHING.
","1. Need(Bear, Lion)
",False,False
830,13976,9,669,"Bob is cold. Dave is not cold. Dave is kind. Dave is quiet. Dave is young. Gary is nice. Harry is rough. Quiet, rough people are young. If Gary is quiet and Gary is young then Gary is rough. If Harry is rough then Harry is young. If someone is nice then they are kind. If someone is quiet and rough then they are kind. Young people are blue. All nice, cold people are rough. Young, blue people are quiet. All kind, young people are not nice.",Harry is not kind.,False,OWA,train,5,AttNeg-OWA-D5-135,5,7,9,4,8,inv-proof,[(((((((triple7) -> rule3) ((((triple7) -> rule3)) -> rule6)) -> rule8) triple7) -> rule5))],"1. Cold(Bob)
2. Kind(Dave)
3. Quiet(Dave)
4. Young(Dave)
5. Nice(Gary)
6. Rough(Harry)
","1. IF Quiet(Gary) AND Young(Gary) THEN Rough(Gary)
2. IF Good(Gary) THEN Nice(Gary)
3. IF Harry IS Rough THEN Harry IS Young
4. IF Nice(Person) THEN Kind(Person)
5. IF Quiet(Person) AND Rough(Person) THEN Kind(Person)
6. IF Young(Person) THEN Blue(Person)
7. IF Nice(Person) AND Cold(Person) THEN Rough(Person)
8. IF Young(Person) AND Blue(Person) THEN Quiet(Person)
9. IF Kind(Person) THEN Not Nice(Person)
","1. Cold(Bob)
2. Kind(Dave)
3. Quiet(Dave)
4. Young(Dave)
5. Nice(Gary)
6. Rough(Harry)
","1. Not(Harry)
",False,False
831,66,9,3,"Anne is furry. Anne is green. Anne is quiet. Charlie is green. Charlie is quiet. Fiona is furry. Harry is white. If someone is nice then they are white. All nice, rough people are round. If Fiona is quiet then Fiona is green. If someone is quiet and round then they are nice. All rough people are quiet. If someone is furry then they are rough. All quiet, green people are round. If Anne is round and Anne is green then Anne is rough. Quiet people are round.",Fiona is not nice.,False,OWA,train,5,AttNoneg-OWA-D5-519,5,7,9,4,8,inv-proof,[(((((((triple6) -> rule6)) -> rule5) ((((((triple6) -> rule6)) -> rule5)) -> rule9)) -> rule4) OR ((((((triple6) -> rule6)) -> rule5) ((((((triple6) -> rule6)) -> rule5) ((((((triple6) -> rule6)) -> rule5)) -> rule3)) -> rule7)) -> rule4))],"1. Furry(Anne)
2. Green(Anne)
3. Quiet(Anne)
4. Green(Charlie)
5. Quiet(Charlie)
6. Furry(Fiona)
7. White(Harry)
","1. IF White(someone) THEN White(someone)
2. IF Nice(person) AND Rough(person) THEN Round(person)
3. IF Quiet(Fiona) THEN Green(Fiona)
4. IF Quiet(person) AND Round(person) THEN Nice(person)
5. IF Rough(person) THEN Quiet(person)
6. IF Furry(person) THEN Rough(person)
7. IF Green(person) AND Round(person) THEN Nice(person)
8. IF Round(Anne) AND Green(Anne) THEN Rough(Anne)
9. IF Quiet(person) THEN Round(person)
","1. Furry(Anne)
2. Green(Anne)
3. Quiet(Anne)
4. Green(Charlie)
5. Quiet(Charlie)
6. Furry(Fiona)
7. White(Harry)
","1. Not(Fiona)
",False,False
832,15514,9,734,Bob is kind. Charlie is cold. Charlie is quiet. Erin is red. Fiona is furry. Fiona is not kind. Fiona is young. If someone is furry then they are smart. If someone is young then they are quiet. If someone is red then they are furry. If Fiona is red then Fiona is smart. If Erin is red and Erin is cold then Erin is not young. If Bob is cold then Bob is smart. If someone is smart then they are cold. If Erin is red and Erin is not young then Erin is not kind. If Erin is red and Erin is not furry then Erin is quiet.,Erin is young.,False,OWA,test,5,AttNeg-OWA-D5-373,5,7,9,4,6,inv-proof,[(((triple4 ((((((triple4) -> rule3)) -> rule1)) -> rule7)) -> rule5))],"1. Kind(Bob)
2. Cold(Charlie)
3. Quiet(Charlie)
4. Red(Erin)
5. Furry(Fiona)
6. NotKind(Fiona)
7. Young(Fiona)
","1. IF Furry(someone) THEN Smart(someone)
2. IF Young(someone) THEN Quiet(someone)
3. IF Red(someone) THEN Smart(someone)
4. IF Red(Fiona) THEN Smart(Fiona)
5. IF Red(Erin) AND Erin(cold) THEN Not(Young(Erin))
6. IF Cold(Bob) THEN Smart(Bob)
7. IF Smart(someone) THEN Cold(someone)
8. IF Not(Young(Erin)) THEN Not(Kind(Erin))
9. IF Red(Erin) AND Not(Furry(Erin)) THEN Quiet(Erin)
","1. Kind(Bob)
2. Cold(Charlie)
3. Quiet(Charlie)
4. Red(Erin)
5. Furry(Fiona)
6. NotKind(Fiona)
7. Young(Fiona)
8. NOTHING
","1. Young(Erin)
",False,False
833,16890,9,807,"Anne is blue. Anne is red. Bob is red. Bob is white. Erin is red. Erin is rough. Fiona is kind. If something is red and round then it is furry. All kind things are rough. All furry, blue things are kind. Kind things are white. If Bob is round then Bob is white. If something is kind and red then it is blue. Red things are white. If something is kind then it is white. White, red things are round.",Anne is not kind.,False,OWA,train,5,AttNoneg-OWA-D5-688,5,7,9,4,8,inv-proof,[(((((triple2 ((((triple2) -> rule7) triple2) -> rule9)) -> rule1) triple1) -> rule3))],"1. Blue(Anne)
2. Red(Anne)
3. Red(Bob)
4. White(Bob)
5. Red(Erin)
6. Rough(Erin)
7. Kind(Fiona)
","1. IF Red(thing) AND Round(thing) THEN Furry(thing)
2. ALL Kind(thing) THEN Rough(thing)
3. IF Furry(thing) AND Blue(thing) THEN Kind(thing)
4. IF White(thing) THEN Kind(thing)
5. IF Round(thing) THEN White(thing)
6. IF Kind(thing) AND Red(thing) THEN Blue(thing)
7. IF Red(thing) THEN White(thing)
8. IF Kind(thing) THEN White(thing)
9. IF White(thing) AND Red(thing) THEN Round(thing)
","1. Blue(Anne)
2. Red(Anne)
3. Red(Bob)
4. White(Bob)
5. Red(Erin)
6. Rough(Erin)
7. Kind(Fiona)
8. NOTHING.
","1. Not(Anne)
",False,False
834,38572,9,1836,The cow likes the mouse. The cow sees the mouse. The dog is cold. The dog is kind. The dog needs the tiger. The mouse is nice. The tiger is kind. If someone is nice and they like the mouse then the mouse needs the dog. If someone likes the cow then they like the dog. If someone is cold and kind then they need the tiger. If the dog likes the mouse and the dog likes the tiger then the dog needs the cow. If someone likes the dog then they are nice. If someone needs the dog then the dog needs the cow. If someone sees the mouse then they need the cow. If someone needs the cow then they see the cow. If someone needs the cow then the cow likes the dog.,The mouse does not need the dog.,False,OWA,train,5,RelNoneg-OWA-D5-970,6,7,9,4,6,inv-proof,[(((((((((triple2) -> rule7)) -> rule9)) -> rule5) triple1) -> rule1))],"1. Like(Cow, Mouse)
2. See(Cow, Mouse)
3. Cold(Dog)
4. Kind(Dog)
5. Need(Dog, Tiger)
6. Nice(Mouse)
7. Kind(Tiger)
","1. IF Nice(person) AND Like(person, mouse) THEN Need(person, dog)
2. IF Like(person, cow) THEN Like(person, dog)
3. IF Cold(person) THEN Need(person, tiger)
4. IF Dog(mouse) AND Dog(tiger) THEN Need(person, cow)
5. IF Nice(person) THEN Need(person, cow)
6. IF Need(person, dog) THEN See(person, cow)
7. IF See(person, cow) THEN Need(person, cow)
8. IF Need(person, cow) THEN Like(person, dog)
","1. Like(Cow, Mouse)
2. See(Cow, Mouse)
3. Cold(Dog)
4. Kind(Dog)
5. Need(Dog, Tiger)
6. Nice(Mouse)
7. Kind(Tiger)
8. NOTHING
","1. Need(Mouse, Dog)
",False,False
835,43988,9,2092,The bald eagle likes the cat. The cat chases the dog. The cat is big. The cat needs the bald eagle. The dog likes the cat. The rabbit chases the cat. The rabbit is red. If someone likes the rabbit and the rabbit chases the bald eagle then the bald eagle chases the rabbit. If someone likes the bald eagle and the bald eagle needs the dog then the dog chases the rabbit. If someone needs the rabbit then they chase the rabbit. If someone chases the cat and they are young then the cat likes the rabbit. If someone needs the rabbit and they like the dog then the rabbit likes the dog. If the bald eagle likes the cat then the bald eagle needs the rabbit. If someone chases the rabbit then the rabbit is young. If someone likes the rabbit then they need the cat. If someone likes the bald eagle and the bald eagle likes the dog then they need the dog.,The cat does not like the rabbit.,False,OWA,train,5,RelNoneg-OWA-D5-915,5,7,9,4,6,inv-proof,[(((triple6 ((((((triple1) -> rule6)) -> rule3)) -> rule7)) -> rule4))],"1. Like(Cat, Apple)
2. Chase(Cat, Dog)
3. Big(Cat)
4. Need(Cat, BaldEagle)
5. Like(Dog, Cat)
6. Chase(Rabbit, Cat)
7. Red(Rabbit)
","1. IF Like(person, rabbit) AND Chase(rabbit, baldEagle) THEN Chase(baldEagle, rabbit)
2. IF Like(person, baldEagle) AND Need(baldEagle, dog) THEN Chase(dog, rabbit)
3. IF Need(person, rabbit) THEN Chase(person, rabbit)
4. IF Young(cat) AND Chase(cat, rabbit) THEN Like(person, rabbit)
5. IF Need(person, rabbit) AND Like(person, dog) THEN Like(rabbit, dog)
6. IF Like(baldEagle, cat) THEN Need(baldEagle, rabbit)
7. IF Young(rabbit) THEN Need(person, rabbit)
8. IF Like(person, rabbit) THEN Need(person, cat)
9. IF Like(person, baldEagle) AND Need(person, dog) THEN Need(person, rabbit)
","1. Like(Cat, Apple)
2. Chase(Cat, Dog)
3. Big(Cat)
4. Need(Cat, BaldEagle)
5. Like(Dog, Cat)
6. Chase(Rabbit, Cat)
7. Red(Rabbit)
8. NOTHING
","1. Does Not Like(Cat, Rabbit)
",False,False
836,64884,9,3090,"Anne is green. Anne is kind. Erin is not rough. Fiona is nice. Fiona is white. Harry is kind. Harry is not nice. Red things are rough. All white, kind things are big. If something is green and not kind then it is big. Big, nice things are green. All kind things are green. Kind, big things are red. Rough, green things are red. Red, rough things are not nice. If something is kind then it is white.",Anne is not rough.,False,OWA,train,5,AttNeg-OWA-D5-495,5,7,9,4,7,inv-proof,[(((((triple2 ((((triple2) -> rule9) triple2) -> rule2)) -> rule6)) -> rule1))],"1. Green(Anne)
2. Kind(Anne)
3. Not Rough(Erin)
4. Nice(Fiona)
5. White(Fiona)
6. Kind(Harry)
7. Not Nice(Harry)
","1. IF Rough(thing) THEN Not Nice(thing)
2. IF White(thing) THEN Nice(thing)
3. IF Green(thing) AND Not Kind(thing) THEN Big(thing)
4. IF Big(thing) THEN Green(thing)
5. IF Kind(thing) THEN Green(thing)
6. IF Rough(thing) AND Green(thing) THEN Red(thing)
7. IF Red(thing) AND Rough(thing) THEN Not Nice(thing)
","1. Green(Anne)
2. Kind(Anne)
3. Not Rough(Erin)
4. Nice(Fiona)
5. White(Fiona)
6. Kind(Harry)
7. Not Nice(Harry)
8. NOTHING
","1. Not(Anne)
",False,False
837,58762,9,2795,"Anne is big. Dave is big. Dave is blue. Erin is green. Erin is smart. Fiona is red. Fiona is young. Blue things are smart. All red, nice things are blue. All big things are blue. If something is big and nice then it is green. Red things are green. If Fiona is green then Fiona is nice. If something is green and big then it is nice. If Fiona is young then Fiona is green. If something is smart then it is red.",Dave is not nice.,False,OWA,train,5,AttNoneg-OWA-D5-994,5,7,9,4,6,inv-proof,[(((((((((triple3) -> rule1)) -> rule9)) -> rule5) triple2) -> rule7) OR ((((((((((triple2) -> rule3)) -> rule1)) -> rule9)) -> rule5) triple2) -> rule7))],"1. Big(Anne)
2. Big(Dave)
3. Blue(Dave)
4. Green(Erin)
5. Smart(Erin)
6. Red(Fiona)
7. Young(Fiona)
","1. IF Smart(thing) THEN Green(thing)
2. IF Red(thing) AND Nice(thing) THEN Blue(thing)
3. IF Big(thing) THEN Green(thing)
4. IF Big(thing) AND Nice(thing) THEN Green(thing)
5. IF Young(Fiona) THEN Green(Fiona)
6. IF Red(thing) THEN Green(thing)
","1. Big(Anne)
2. Big(Dave)
3. Blue(Dave)
4. Green(Erin)
5. Smart(Erin)
6. Red(Fiona)
7. Young(Fiona)
8. NOTHING
","1. Not(Dave)
",False,False
838,56528,9,2687,"Bob is red. Bob is young. Charlie is not young. Dave is red. Harry is not furry. Harry is red. Harry is round. Furry, smart people are round. If someone is young then they are blue. All smart, red people are young. All red, blue people are young. Blue people are smart. Blue, smart people are furry. Young, round people are nice. If someone is red and not young then they are nice. If Bob is not round then Bob is not nice.",Bob is not round.,False,OWA,train,5,AttNeg-OWA-D5-624,5,7,9,4,10,inv-proof,[(((((((triple2) -> rule2) ((((triple2) -> rule2)) -> rule5)) -> rule6) ((((triple2) -> rule2)) -> rule5)) -> rule1))],"1. Red(Bob)
2. Young(Bob)
3. Not Young(Charlie)
4. Red(Dave)
5. Not Furry(Harry)
6. Red(Harry)
7. Round(Harry)
","1. IF Furry(people) AND Smart(people) THEN Round(people)
2. IF Young(person) THEN Blue(person)
3. IF Smart(person) AND Red(person) THEN Young(person)
4. IF Red(person) AND Not Young(person) THEN Nice(person)
5. IF Not Round(Bob) THEN Not Nice(Bob)
","1. Red(Bob)
2. Young(Bob)
3. Not Young(Charlie)
4. Red(Dave)
5. Not Furry(Harry)
6. Red(Harry)
7. Round(Harry)
8. NOTHING
","1. Not(Round)(Bob)
",False,False
839,62352,9,2966,"Anne is quiet. Bob is big. Bob is kind. Charlie is blue. Harry is cold. Harry is furry. Harry is rough. Furry things are quiet. Quiet, rough things are kind. If something is blue and cold then it is big. Big, quiet things are furry. Cold, kind things are rough. Cold things are quiet. If something is blue then it is cold. If something is blue and big then it is quiet. All furry things are rough.",Charlie is not rough.,False,OWA,train,5,AttNoneg-OWA-D5-378,5,7,9,4,9,inv-proof,[(((((((triple4 ((triple4) -> rule7)) -> rule3) ((((triple4) -> rule7)) -> rule6)) -> rule4)) -> rule9) OR ((((((triple4 ((triple4) -> rule7)) -> rule3) ((triple4 ((triple4 ((triple4) -> rule7)) -> rule3)) -> rule8)) -> rule4)) -> rule9))],"1. Quiet(Anne)
2. Big(Bob)
3. Kind(Bob)
4. Blue(Charlie)
5. Cold(Harry)
6. Furry(Harry)
7. Rough(Harry)
","1. IF Quiet(thing) THEN Kind(thing)
2. IF Rough(thing) THEN Kind(thing)
3. IF Blue(thing) AND Cold(thing) THEN Big(thing)
4. IF Big(thing) AND Quiet(thing) THEN Furry(thing)
5. IF Cold(thing) THEN Quiet(thing)
6. IF Blue(thing) THEN Cold(thing)
7. IF Blue(thing) AND Big(thing) THEN Quiet(thing)
8. ALL Furry(thing) THEN Rough(thing)
","1. Quiet(Anne)
2. Big(Bob)
3. Kind(Bob)
4. Blue(Charlie)
5. Cold(Harry)
6. Furry(Harry)
7. Rough(Harry)
8. NOTHING.
","1. Not(Rough)(Charlie)
",False,False
840,45860,9,2179,The bald eagle eats the cat. The bald eagle does not visit the tiger. The cat is round. The lion does not eat the tiger. The tiger is nice. The tiger needs the bald eagle. The tiger visits the cat. If someone is nice then they visit the bald eagle. If someone eats the cat and they are not green then the cat is red. If someone needs the tiger then they are not nice. If someone eats the bald eagle then the bald eagle is nice. If someone visits the bald eagle then they eat the bald eagle. If someone is green and they eat the tiger then the tiger needs the bald eagle. If someone eats the lion and they need the lion then the lion visits the tiger. If someone is green and not young then they eat the lion. If someone needs the tiger and the tiger does not eat the bald eagle then they eat the lion.,The bald eagle does not visit the bald eagle.,False,OWA,train,5,RelNeg-OWA-D5-981,5,7,9,4,5,inv-proof,[(((((((((triple5) -> rule1)) -> rule5)) -> rule4)) -> rule1))],"1. Eat(BaldEagle, Cat)
2. Visit(BaldEagle, Tiger)
3. Round(Cat)
4. Eat(Lion, Tiger)
5. Need(Tiger, BaldEagle)
6. Visit(Tiger, Cat)
","1. IF Nice(person) THEN Visit(person, bald eagle)
2. IF Eat(cat) AND Not(Green(cat)) THEN Red(cat)
3. IF Need(person, tiger) THEN Not(Nice(person))
4. IF Eat(bald eagle) THEN Nice(bald eagle)
5. IF Visit(person, bald eagle) THEN Eat(bald eagle)
6. IF Green(person) AND Eat(tiger) THEN Need(bald eagle)
7. IF Eat(lion) AND Need(lion) THEN Visit(lion, tiger)
8. IF Green(person) AND Not(Young(person)) THEN Eat(lion)
9. IF Need(person, tiger) AND Not(Nice(tiger)) THEN Eat(lion)
","1. Eat(BaldEagle, Cat)
2. Visit(BaldEagle, Tiger)
3. Round(Cat)
4. Eat(Lion, Tiger)
5. Need(Tiger, BaldEagle)
6. Visit(Tiger, Cat)
7. NOTHING.
","1. Good(Bald Eagle)
2. Need(Bald Eagle, Visit)
",False,False
841,41886,9,1991,The bear needs the lion. The bear needs the rabbit. The lion likes the bear. The rabbit eats the lion. The rabbit is kind. The squirrel is big. The squirrel needs the lion. If something likes the lion and it does not eat the lion then the lion does not eat the squirrel. If the bear needs the lion then the bear likes the rabbit. If something likes the rabbit then the rabbit eats the bear. If something is round and it needs the rabbit then the rabbit eats the squirrel. If the lion is round then the lion does not like the bear. If something eats the bear then the bear is kind. If the squirrel is green then the squirrel eats the rabbit. If something eats the squirrel then the squirrel does not eat the bear. If the bear is kind then the bear is round.,The bear is not round.,False,OWA,train,5,RelNeg-OWA-D5-633,6,7,9,4,5,inv-proof,[(((((((((triple1) -> rule2)) -> rule3)) -> rule6)) -> rule9))],"1. Need(Bear, Lion)
2. Need(Bear, Rabbit)
3. Like(Lion, Bear)
4. Eat(Rabbit, Lion)
5. Kind(Rabbit)
6. Big(Squirrel)
7. Need(Squirrel, Lion)
","1. IF Likes(lion, squirrel) AND DoesNotEat(lion, squirrel), THEN DoesNotEat(squirrel, rabbit)
2. IF Needs(bear, lion), THEN Likes(bear, rabbit)
3. IF Likes(something, rabbit), THEN Eats(rabbit, bear)
4. IF Round(something) AND Needs(something, rabbit), THEN Eats(rabbit, squirrel)
5. IF Likes(lion, bear), THEN DoesNotLike(lion, squirrel)
6. IF Eats(squirrel, bear), THEN Kind(bear)
7. IF Green(squirrel), THEN Eats(squirrel, rabbit)
8. IF Eats(something, squirrel), THEN DoesNotEat(something, bear)
9. IF Kind(bear), THEN Round(bear)
","1. Need(Bear, Lion)
2. Need(Bear, Rabbit)
3. Like(Lion, Bear)
4. Eat(Rabbit, Lion)
5. Kind(Rabbit)
6. Big(Squirrel)
7. Need(Squirrel, Lion)
8. NOTHING.
","1. Not(Round)(Bear)
",False,False
